Company,Job Title,Job Link,Location,Posting Date,Days Since Posted,Seniority,Description,First_Seen,Last_Seen
Matillion,Senior Product Manager,https://jobs.lever.co/matillion/1ea93b8c-0fdb-42a5-a2a7-d83155883d97,Manchester,2026-06-18,43,Senior,"Are you ready to shape the future of data?
Matillion is the company behind Maia, the AI Data Automation platform. 
In the AI economy, demand for data is exploding. Manual data engineering can’t keep up. Maia fixes that by combining 15 years of data expertise with agentic AI to eliminate the manual work that slows data teams down. Organisations like Cisco, DocuSign, and Slack are already using it to deliver real business impact, faster.
We started in Manchester and now we’re global - with teams across the UK, US and India.
We are driven, curious, energetic people who move fast, think big and hold ourselves to a high standard. We’re here to make a dent in the universe bigger than ourselves. And we’re looking for people who want to be part of it.


About the Role
 
As Senior Product Manager, you'll own a significant slice of the Maia product, working at the intersection of complex user problems, AI capability and commercial impact. We need someone who understands what a genuinely great product experience looks like and holds the bar for it relentlessly.

You'll be user-obsessed and data-driven in equal measure. You'll ship dashboards, track leading indicators, run evals and use AI tooling in your own workflow to move faster. We're not prescriptive about your background - whether you've scaled a product at a larger company or moved fast at a startup, what matters is that you've done both at some point and you know the difference. Breadth of scope is easy. We need someone who can go deep.
 
We believe great product work happens through collaboration - which is why this role ideally follows our hybrid working pattern of two days a week in our Manchester city centre offices. That said, we know the right person isn't always on our doorstep, so we're open to flexibility for candidates based elsewhere in the UK. What matters most is the quality of thinking you bring, not where you sit.",2026-06-19,2026-07-31
Matillion,Senior Solution Architect,https://jobs.lever.co/matillion/868749f9-d536-4d3e-b8ce-30dcc66c8453,West Coast USA,2026-06-11,50,Senior,"Are you ready to shape the future of data?
Matillion is the company behind Maia, the AI Data Automation platform. 
In the AI economy, demand for data is exploding. Manual data engineering can’t keep up. Maia fixes that by combining 15 years of data expertise with agentic AI to eliminate the manual work that slows data teams down. Organisations like Cisco, DocuSign, and Slack are already using it to deliver real business impact, faster.
We started in Manchester and now we’re global - with teams across the UK, US and India.
We are driven, curious, energetic people who move fast, think big and hold ourselves to a high standard. We’re here to make a dent in the universe bigger than ourselves. And we’re looking for people who want to be part of it.


The Senior Solution Architect at Matillion plays a key role in Matillion’s GTM motion.  This role is responsible for discovering customer requirements, demonstrating how Matillion’s solutions solve their challenges, and driving business value through the platform. The Solution Architect is a consultative and adaptable team player who combines solution selling, technical expertise, and a customer-centric approach to engage in high-level technical discussions and foster long-term customer relationships.",2026-06-12,2026-07-31
Matillion,Senior Solution Architect,https://jobs.lever.co/matillion/d9f58eb2-9e62-4e68-ba34-ec823b3d2041,United Kingdom,2026-01-28,184,Senior,"Are you ready to shape the future of data?
Matillion is the company behind Maia, the AI Data Automation platform. 
In the AI economy, demand for data is exploding. Manual data engineering can’t keep up. Maia fixes that by combining 15 years of data expertise with agentic AI to eliminate the manual work that slows data teams down. Organisations like Cisco, DocuSign, and Slack are already using it to deliver real business impact, faster.
We started in Manchester and now we’re global - with teams across the UK, US and India.
We are driven, curious, energetic people who move fast, think big and hold ourselves to a high standard. We’re here to make a dent in the universe bigger than ourselves. And we’re looking for people who want to be part of it.",2026-06-11,2026-07-31
Matillion,Senior Staff Front End Engineer,https://jobs.lever.co/matillion/f559c761-16c5-498e-951d-e3f8ff31743a,Manchester,2026-03-20,133,Principal/Staff,"Are you ready to shape the future of data?
Matillion is the company behind Maia, the AI Data Automation platform. 
In the AI economy, demand for data is exploding. Manual data engineering can’t keep up. Maia fixes that by combining 15 years of data expertise with agentic AI to eliminate the manual work that slows data teams down. Organisations like Cisco, DocuSign, and Slack are already using it to deliver real business impact, faster.
We started in Manchester and now we’re global - with teams across the UK, US and India.
We are driven, curious, energetic people who move fast, think big and hold ourselves to a high standard. We’re here to make a dent in the universe bigger than ourselves. And we’re looking for people who want to be part of it.


About the role
 
At Matillion, we are moving beyond traditional data processing to define the future of the AI Data Automation Platform. Our mission is to make data ""AI-ready"" at the speed of thought, centred around Maia - our autonomous AI data engineering foundation.

The Senior Staff Engineer (Frontend) is a high-leverage technical leader responsible for driving architectural excellence across our React-powered ecosystem. The web UI is where Maia's power is harnessed, visualised, and controlled. This role is the technical authority responsible for ensuring our frontend is as sophisticated and performant as the AI it commands.

This role partners with the Senior Staff community to lead organisational ""big bets"" - including the evolution of our Design System, the expansion of our micro-frontend architecture, and ensuring our platform performs at a global scale. It sits at the intersection of technical craft, product vision, and organisational influence.
 
Matillion operates on a hybrid basis, with us coming together 2 days a week in our Manchester office to collaborate and drive our mission forward.",2026-04-19,2026-07-31
Matillion,Senior Staff Software Engineer,https://jobs.lever.co/matillion/aef0cd87-6885-4a30-9e53-aee671edddd6,Manchester,2026-03-06,147,Principal/Staff,"Are you ready to shape the future of data?
Matillion is the company behind Maia, the AI Data Automation platform. 
In the AI economy, demand for data is exploding. Manual data engineering can’t keep up. Maia fixes that by combining 15 years of data expertise with agentic AI to eliminate the manual work that slows data teams down. Organisations like Cisco, DocuSign, and Slack are already using it to deliver real business impact, faster.
We started in Manchester and now we’re global - with teams across the UK, US and India.
We are driven, curious, energetic people who move fast, think big and hold ourselves to a high standard. We’re here to make a dent in the universe bigger than ourselves. And we’re looking for people who want to be part of it.


About the role
As a Senior Staff Software Engineer on our Maia team, you'll be at the heart of everything we do: working on agentic AI systems, building new tools and integrations, and staying finger-on-the-pulse with the latest developments in Gen AI. This isn't BAU engineering - this is high-visibility, high-impact work where your decisions shape the product.
 
You'll be driving architecture, mentoring engineers, and feeding into strategy. Things move quickly here. Requirements evolve, new opportunities emerge, and we need someone who thrives in that environment. If you're an expert Java engineer and already experimenting with Claude, Gemini, and agentic workflows - and you want to do that at scale in a world-class engineering team - this is the role for you.
 
This role is hybrid to our Manchester office. We value collaboration and believe the best work happens when we're together -so we ask for a minimum of 2 days per week in the office. It's not just about attendance; it's about building the relationships and culture that make great engineering possible.",2026-04-19,2026-07-31
Matillion,Senior Strategy & Business Operations Analyst,https://jobs.lever.co/matillion/736e3f2d-fa2a-415d-9ac4-beaa992b4b3d,Manchester,2026-07-27,4,Senior,"Are you ready to shape the future of data?
Matillion is the company behind Maia, the AI Data Automation platform. 
In the AI economy, demand for data is exploding. Manual data engineering can’t keep up. Maia fixes that by combining 15 years of data expertise with agentic AI to eliminate the manual work that slows data teams down. Organisations like Cisco, DocuSign, and Slack are already using it to deliver real business impact, faster.
We started in Manchester and now we’re global - with teams across the UK, US and India.
We are driven, curious, energetic people who move fast, think big and hold ourselves to a high standard. We’re here to make a dent in the universe bigger than ourselves. And we’re looking for people who want to be part of it.


About the Role
As a key member of the team, reporting directly to the VP of Strategy & Business Operations, you will serve as the analytical backbone for Matillion's most senior business forums. In this role, you will drive independent investigations into critical, high-impact topics that the business hasn't yet explored. You will influence decisions at the highest levels of executive leadership purely through rigorous thinking, sharp communication, and the confidence to say what you see.
Rather than following a pre-existing playbook, you will write it. From quarterbacking the MQBR and executive offsite agendas to structuring cross-functional narratives and surfacing game-changing insights, you will set the benchmark for how Matillion understands its own performance. If you thrive on autonomy, translate complex business data into decision-ready clarity, and comfortably navigate high-stakes executive environments, this role provides the platform to make a direct, lasting mark on our growth.
This role is hybrid and requires visiting our Manchester HQ office at least once a month.",2026-07-28,2026-07-31
MongoDB,Advisory Partner Solutions Architect,https://www.mongodb.com/careers/job/?gh_jid=8050418,India,2026-07-29,2,Unknown,"<p>We are looking for a passionate technologist to join our Pre-Sales organization and help ensure our growth is grounded in strong technical alignment between MongoDB, our partners, and the needs of our customers.</p>
<p>MongoDB Solutions Architects help customers and partners design and build reliable, scalable systems using our data platform. On the Partners team, this role goes beyond core solution design and includes driving technical strategy with hyperscalers, GSIs, ISVs, and ecosystem partners; shaping joint solutions; and creating repeatable field assets that accelerate adoption.</p>
<p>You will work closely with sales, partner, and technical stakeholders to solve business problems with MongoDB, influence complex opportunities, and help build partner-led growth in India and across the region.</p>
<p>We are looking to speak to candidates who are based in India for our remote working model.</p>
<h3>What you'll do at MongoDB</h3>
<ul>
<li>Design scalable, secure, and high-performing application, data, and AI architectures using MongoDB Atlas for customer and partner-led solutions</li>
<li>Act as a trusted technical advisor to partners, sellers, and customers by guiding architecture reviews, modernization strategies, and deployment decisions across cloud and hybrid environments</li>
<li>Work on complex partner and ecosystem opportunities that require deep technical discovery, solution mapping, demos, proofs of value, sizing, and technical documentation</li>
<li>Build and refine joint partner offerings, integration patterns, quick starts, workshops, demos and reference architectures with hyperscalers, ISVs, and strategic ecosystem partners</li>
<li>Create reusable field assets such as demos, presentations, sample architectures, workshops, and technical guidance that help sellers and partners scale MongoDB adoption.</li>
<li>Advise on modern AI application patterns including RAG, vector search, agentic workflows, and integration approaches across partner ecosystems</li>
<li>Support field and partner teams with implementation guidance, technical objections, and practical workarounds where product capabilities, frameworks, or documentation are still evolving</li>
<li>Collaborate with product, engineering, and partner teams to relay field feedback, influence roadmap conversations, and improve the quality of MongoDB integrations and partner experiences</li>
<li>Partner with account teams on territory and account planning, opportunity qualification, pipeline generation, and technical win strategy</li>
<li>Represent MongoDB externally through customer workshops, partner sessions, industry events, and thought leadership content</li>
<li>Mentor peers and help raise the bar for the broader Solutions Consulting organization through knowledge sharing and repeatable best practices</li>
</ul>
<h3>As an ideal candidate, you will have</h3>
<ul>
<li>12+ years of experience in a customer-facing technical role, including significant pre-sales, consulting, partner, or solutions architecture experience in enterprise software</li>
<li>Strong experience navigating complex sales cycles and aligning technical and business stakeholders across customers, partners, and internal teams</li>
<li>Hands-on experience with modern application development, data platforms, or cloud-native systems, including at least one scripting or programming language such as Python, JavaScript, Java, C#, or SQL</li>
<li>Experience designing distributed systems in cloud and hybrid environments with an understanding of scalability, resilience, and security considerations</li>
<li>The ability to translate technical architecture into business value for executives, architects, developers, and partner stakeholders</li>
<li>Experience working with one or more of the following: hyperscaler partnerships, ISV integrations, AI/ML applications, data engineering, platform modernization, or developer platforms</li>
<li>A demonstrated ability to create technical assets, lead workshops, a",2026-03-27,2026-07-31
Monte Carlo,AI Marketing Operations Manager,https://jobs.ashbyhq.com/montecarlodata/b712825a-43b1-4fc8-a831-b58c01db0aa3,"Remote, Americas",,,Manager,"<p style=""min-height:1.5em""><strong><u>About Monte Carlo</u></strong></p><p style=""min-height:1.5em"">Monte Carlo is the agent trust platform that unifies data and agent observability to monitor, troubleshoot, and improve production AI systems. As enterprises prepare to deploy thousands of agents across business-critical use cases, Monte Carlo provides the reliability infrastructure to support them along this AI transformation, from human-guided agents to fully autonomous operations. Founded in 2019 and backed by leading investors, Monte Carlo empowers data and AI teams to ship trusted AI at scale. Learn more at <a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""http://montecarlodata.com""><u>montecarlodata.com</u></a>.</p><p style=""min-height:1.5em""></p><h2><strong>The Role</strong></h2><p style=""min-height:1.5em"">Marketing teams are drowning in manual workflows while AI tools proliferate — and almost no one is building the actual infrastructure to connect them. Monte Carlo is hiring an AI Marketing Operations Manager to change that: a builder who designs, ships, and owns AI-powered agents and automations that run our marketing function. This role sits inside Marketing but operates like an engineer — you ship production systems, not PowerPoints.</p><div style=""min-height:1.2em;margin-top:0;margin-bottom:0""> </div><h2><strong>What You'll Do</strong></h2><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Design and ship AI agents that replace high-volume manual marketing workflows — lead routing, contract handling, follow-up sequences, and campaign execution</p></li><li><p style=""min-height:1.5em"">Rebuild marketing operations infrastructure with predictive lead scoring, lifecycle management, and agent-forward workflows that increase business efficiency</p></li><li><p style=""min-height:1.5em"">Wire together the marketing stack — Salesforce, HubSpot, Qualified, Clay, ZoomInfo, and our data warehouse — so the right data reaches the right system at the right time</p></li><li><p style=""min-height:1.5em"">Build personalization and testing tools that improve campaign performance at scale</p></li><li><p style=""min-height:1.5em"">Own the systems you ship: monitor them, build fallback logic, instrument for observability, iterate on results</p></li><li><p style=""min-height:1.5em"">Work directly with marketing leadership, RevOps, and sales to identify the highest-leverage problems and translate them into working software</p></li></ul><div style=""min-height:1.2em;margin-top:0;margin-bottom:0""> </div><h2><strong>What We're Looking For</strong></h2><div style=""min-height:1.2em;margin-top:0;margin-bottom:0""> </div><p style=""min-height:1.5em""><strong>LLM Engineering</strong> — You've built real systems on top of LLM APIs (Claude, OpenAI, or similar) — not just wrappers or chatbots, but agents wired into production workflows. You understand context management, tool use, prompt reliability, and when AI creates real leverage vs. when it adds noise.</p><div style=""min-height:1.2em;margin-top:0;margin-bottom:0""> </div><p style=""min-height:1.5em""><strong>B2B Marketing Stack</strong> — You have deep, hands-on familiarity with Salesforce, HubSpot, Qualified, Clay, and ZoomInfo. You know how data flows between these systems and what breaks when it doesn't.</p><div style=""min-height:1.2em;margin-top:0;margin-bottom:0""> </div><p style=""min-height:1.5em""><strong>Technical Fluency</strong> — You can build, deploy, and maintain AI agents and automation systems without engineering support. You know how to wire together LLM APIs, marketing tools, and workflows to create production systems that actually run. Coding experience is a plus, but it's not required — what matters is that you're technical enough to own these systems end-to-end.</p><div style=""min-height:1.2em;margin-top:0;margin-bottom:0""> </div><p style=""min-height:1.5em""><strong>Systems Thinking</strong> — You treat the tools you build like products. That means fallback logic, monitoring",2026-06-25,2026-07-31
Monte Carlo,Partner Manager,https://jobs.ashbyhq.com/montecarlodata/e2518a70-55ae-4b68-bd84-44bce6e16c8c,London,,,Manager,"<p style=""min-height:1.5em""><strong><u>About Monte Carlo</u></strong></p><p style=""min-height:1.5em"">Monte Carlo is the agent trust platform that unifies data and agent observability to monitor, troubleshoot, and improve production AI systems. As enterprises prepare to deploy thousands of agents across business-critical use cases, Monte Carlo provides the reliability infrastructure to support them along this AI transformation, from human-guided agents to fully autonomous operations. Founded in 2019 and backed by leading investors, Monte Carlo empowers data and AI teams to ship trusted AI at scale. Learn more at <a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""http://montecarlodata.com""><u>montecarlodata.com</u></a>.</p><p style=""min-height:1.5em""></p><p style=""min-height:1.5em"">The EMEA Partner Manager will be responsible for building, accelerating, and scaling Monte Carlo’s partner ecosystem across the region at a pivotal stage of our global growth. This role will serve as the in-region lead for cultivating strategic relationships with cloud providers, system integrators, and data consulting partners, enabling them to successfully position, sell, and deliver Monte Carlo’s Data Observability platform. As the connective tissue between Monte Carlo’s field teams and the broader ecosystem, the Partner Manager will drive partner-sourced pipeline, expand co-sell motions with Snowflake, Databricks, AWS, SI’s, data catalog partners, and strengthen our presence in key EMEA markets.</p><p style=""min-height:1.5em"">This is a highly strategic, outward-facing role that requires strong GTM acumen, regional nuance, and a passion for ecosystem-led growth. The ideal candidate excels at influencing cross-functional stakeholders, building scalable programs, and forging deep executive relationships that accelerate adoption and market penetration.</p><p style=""min-height:1.5em""></p><h3><strong>What You’ll Do</strong></h3><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Recruit, enable, and manage high-impact partners aligned to the EMEA revenue goals</p></li><li><p style=""min-height:1.5em"">Build joint go-to-market plays with cloud and analytics ecosystems.</p></li><li><p style=""min-height:1.5em"">Generate and accelerate partner-sourced and influenced opportunities.</p></li><li><p style=""min-height:1.5em"">Execute co-marketing programs and field events with ecosystem partners.</p></li><li><p style=""min-height:1.5em"">Drive executive relationships across cloud and SI alliance teams.</p></li></ul><p style=""min-height:1.5em""></p><h3><strong>You're a Fit If You</strong></h3><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Have a strong track record of building and scaling partner ecosystems, and turning alliances into measurable revenue impact.</p></li><li><p style=""min-height:1.5em"">Bring solid experience working with cloud platforms, system integrators, or data consultancies across EMEA.</p></li><li><p style=""min-height:1.5em"">Understand regional market dynamics and know how to tailor ecosystem GTM motions for local relevance and effectiveness.</p></li><li><p style=""min-height:1.5em"">Are skilled at developing and managing executive-level relationships with cloud and SI partner teams.</p></li><li><p style=""min-height:1.5em"">Know how to recruit, onboard, and enable partners to drive both partner-sourced and partner-influenced pipeline.</p></li><li><p style=""min-height:1.5em"">Have designed and executed joint GTM plays with Snowflake, Databricks, AWS, and the broader analytics ecosystem.</p></li><li><p style=""min-height:1.5em"">Have a proven history of running field events, co-marketing programs, and campaigns that generate a strong pipeline.</p></li><li><p style=""min-height:1.5em"">Are energized by fast-growing markets such as cloud data modernization, and view data observability as essential for customer trust and AI readiness.</p></li><li><p style=""min-height:1.5em"">Are motivated by scaling—whether processes, partner impac",2026-07-29,2026-07-31
Monte Carlo,Senior Pre Sales Engineer,https://jobs.ashbyhq.com/montecarlodata/8b087dfa-613a-4070-9b3a-4d6ac9617ac1,"Remote, Americas",,,Senior,"<p style=""min-height:1.5em""><strong><u>About Monte Carlo</u></strong></p><p style=""min-height:1.5em"">Monte Carlo is the agent trust platform that unifies data and agent observability to monitor, troubleshoot, and improve production AI systems. As enterprises prepare to deploy thousands of agents across business-critical use cases, Monte Carlo provides the reliability infrastructure to support them along this AI transformation, from human-guided agents to fully autonomous operations. Founded in 2019 and backed by leading investors, Monte Carlo empowers data and AI teams to ship trusted AI at scale. Learn more at <a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""http://montecarlodata.com""><u>montecarlodata.com</u></a>.</p><p style=""min-height:1.5em""></p><h2><strong>The opportunity</strong></h2><p style=""min-height:1.5em"">The largest enterprises in the US are deploying agents into production right now — and discovering that trust, reliability, and observability are the difference between a pilot and a platform. We’re looking for a sales engineer who has lived that reality and can help our strategic customers navigate it.</p><div style=""min-height:1.2em;margin-top:0;margin-bottom:0""> </div><h2><strong>What you’ll do</strong></h2><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em""><strong>Run technical sales cycles end to end. </strong>Own discovery, solution design, demos, POV execution, and technical close for opportunities within strategic US enterprises. Partner with Account Executives on commercial strategy; drive the technical win independently.</p></li><li><p style=""min-height:1.5em""><strong>Sell into the agentic stack. </strong>Our customers are deploying agents on Databricks, Snowflake, and their own platforms. You’ll help them understand how to observe, trust, and improve those systems — from the data pipelines feeding agents, to the context they retrieve, the decisions they make, and the outputs they produce.</p></li><li><p style=""min-height:1.5em""><strong>Drive POVs that convert. </strong>Design proofs of value with agreed success criteria, manage the evaluation, and deliver results that remove technical objections and accelerate the commercial close.</p></li><li><p style=""min-height:1.5em""><strong>Build technical champions. </strong>Identify and develop the advocates inside each account who will carry Monte Carlo into the next budget cycle, platform decision, or executive review. Run briefings, workshops, and architecture reviews that position our platform as infrastructure.</p></li><li><p style=""min-height:1.5em""><strong>Bring a technical point of view. </strong>Understand each customer’s data and AI architecture deeply — where agents run, how they’re instrumented, and where reliability breaks down. Bring that perspective to every account plan and QBR.</p></li></ul><h2><strong>What we’re looking for</strong></h2><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em""><strong>Hands-on experience with enterprise AI and agent deployments. </strong>You’ve deployed agents in enterprise organisations — or worked closely enough with teams that do to understand the architecture, the failure modes, and the operational reality. You know what it takes to get an agent from demo to production.</p></li><li><p style=""min-height:1.5em""><strong>Fluency in AI observability concepts. </strong>Traces, spans, evaluations, instrumentation — these are working vocabulary, not buzzwords. Experience with OpenTelemetry is highly prized, as is exposure to Databricks Genie, Snowflake Cortex, or similar enterprise AI platforms.</p></li><li><p style=""min-height:1.5em""><strong>5+ years in pre-sales, solutions engineering, or strategic technical account management </strong>within B2B AI-first companies and SaaS organisations — with meaningful experience in enterprise accounts. You’ve navigated procurement, infosec reviews, and multi-stakeholder buying committees.</p></li><li><p style=""min-height:1.5em""><strong>Equal parts tech",2026-07-31,2026-07-31
Monte Carlo,Senior Pre-Sales Engineer Strategic Accounts,https://jobs.ashbyhq.com/montecarlodata/91e3f0e9-5874-4c0b-9db8-0410d029b118,London,,,Senior,"<p style=""min-height:1.5em""><strong><u>About Monte Carlo</u></strong></p><p style=""min-height:1.5em"">Monte Carlo is the agent trust platform that unifies data and agent observability to monitor, troubleshoot, and improve production AI systems. As enterprises prepare to deploy thousands of agents across business-critical use cases, Monte Carlo provides the reliability infrastructure to support them along this AI transformation, from human-guided agents to fully autonomous operations. Founded in 2019 and backed by leading investors, Monte Carlo empowers data and AI teams to ship trusted AI at scale. Learn more at <a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""http://montecarlodata.com""><u>montecarlodata.com</u></a>.</p><p style=""min-height:1.5em""></p><h2>The opportunity</h2><p style=""min-height:1.5em"">Monte Carlo is the agent trust platform — unifying data and AI observability to monitor, troubleshoot, and improve production AI systems. As enterprises scale from dozens to thousands of agents across mission-critical use cases, Monte Carlo provides the reliability infrastructure to support that transformation, from human-guided oversight to fully autonomous operations.</p><p style=""min-height:1.5em"">Europe’s largest enterprises are deploying agents into production right now — and discovering that trust, reliability, and observability are the difference between a pilot and a platform. We’re looking for a sales engineer who has lived that reality and can help our strategic customers navigate it.</p><p style=""min-height:1.5em""></p><h2>What you’ll do</h2><p style=""min-height:1.5em"">• <strong>Run technical sales cycles end to end. </strong>Own discovery, solution design, demos, POV execution, and technical close for opportunities within strategic EMEA enterprises. Partner with Account Executives on commercial strategy; drive the technical win independently.</p><p style=""min-height:1.5em"">• <strong>Sell into the agentic stack. </strong>Our customers are deploying agents on Databricks, Snowflake, and their own platforms. You’ll help them understand how to observe, trust, and improve those systems — from the data pipelines feeding agents, to the context they retrieve, the decisions they make, and the outputs they produce.</p><p style=""min-height:1.5em"">• <strong>Drive POVs that convert. </strong>Design proofs of value with agreed success criteria, manage the evaluation, and deliver results that remove technical objections and accelerate the commercial close.</p><p style=""min-height:1.5em"">• <strong>Build technical champions. </strong>Identify and develop the advocates inside each account who will carry Monte Carlo into the next budget cycle, platform decision, or executive review. Run briefings, workshops, and architecture reviews that position our platform as infrastructure.</p><p style=""min-height:1.5em"">• <strong>Bring a technical point of view. </strong>Understand each customer’s data and AI architecture deeply — where agents run, how they’re instrumented, and where reliability breaks down. Bring that perspective to every account plan and QBR.</p><p style=""min-height:1.5em""></p><h2>What we’re looking for</h2><p style=""min-height:1.5em"">• <strong>Hands-on experience with enterprise AI and agent deployments. </strong>You’ve deployed agents in enterprise organisations — or worked closely enough with teams that do to understand the architecture, the failure modes, and the operational reality. You know what it takes to get an agent from demo to production.</p><p style=""min-height:1.5em"">• <strong>Fluency in AI observability concepts. </strong>Traces, spans, evaluations, instrumentation — these are working vocabulary, not buzzwords. Experience with OpenTelemetry is highly prized, as is exposure to Databricks Genie, Snowflake Cortex, or similar enterprise AI platforms.</p><p style=""min-height:1.5em"">• <strong>3+ years in pre-sales, solutions engineering, or strategic technical account management </strong>within B2B AI-first comp",2026-07-10,2026-07-31
Pinecone,Senior/Staff Software Engineer,https://jobs.ashbyhq.com/pinecone/4ef4269b-94c4-4c7c-93ee-15a882caa767,New York City,,,Principal/Staff,"About Pinecone Pinecone is the knowledge infrastructure for AI at scale. Its leading vector database and knowledge engine, Pinecone Nexus, power accurate, performant AI applications for more than 9,000 customers and 800,000 developers worldwide. Pinecone's mission is to make AI knowledgeable. Pinecone is based in New York and raised $138M in funding from Andreessen Horowitz, ICONIQ, Menlo Ventures, and Wing Venture Capital. About the Team and Role: Join a team that builds robust, real-time distributed systems for a cutting-edge database. We care about performance, reliability, scalability, and most of all learning and having fun together. Whether you’re a seasoned coder or just getting started, if you’re passionate about technology and eager to learn, you’ll fit right in. Who we are: We show up to work, ready to collaborate and build technologies that make a difference, with people who genuinely care. We chase improvements such as tail latencies, bytes throughput, cache hit rate, and operational cost efficiency. We believe learning is ongoing and that even the most complex problems can have simple solutions. What You’ll Do: Collaborate with teammates to design and build database features that power AI applications. Learn how to tune performance and support reliability in distributed systems (don’t worry, we’ll guide you). Help Pinecone run smoothly on popular cloud providers. Take ownership of your work and grow your skills every day. Have fun. Who You Are: 5+ years of work experience - programming in Rust, Go, C++, or a comparable language. You’re genuinely curious about distributed systems and eager to dive deep into technical challenges. You approach problems with creativity and persistence, and you’re comfortable asking thoughtful questions or seeking feedback. You’re excited to learn, value constructive feedback, and appreciate mentorship. Bonus Points: You have hands-on experience with cloud platforms (AWS, GCP, Azure) or have demonstrated an ability to pick up new tools quickly. You’re comfortable thinking in async or multi-threaded environments, or can show you’re ready to learn. You’ve explored performance tools or have a track record of optimizing code for speed, reliability, or efficiency. Perks & Benefits: Comprehensive health coverage (medical, dental, vision, and mental health resources) 401(k) plan Equity award Flexible time off Paid parental leave Annual company retreat WFH equipment stipend All qualified applicants will receive considerations for employment without regard to race, color, religion, sex, age, disability, marital status, familial status, sexual orientation, pregnancy, gender identity, gender expression, national origin, ancestry, citizenship status, veteran status, and any other legally protected status under federal, state, or local anti-discrimination laws.",2026-06-16,2026-07-31
Pinecone,Senior/Staff Software Engineer,https://jobs.ashbyhq.com/pinecone/7ef089cb-a721-4ad8-a6d0-c390e64991d2,US Remote,,,Principal/Staff,"About Pinecone Pinecone is the knowledge infrastructure for AI at scale. Its leading vector database and knowledge engine, Pinecone Nexus, power accurate, performant AI applications for more than 9,000 customers and 800,000 developers worldwide. Pinecone's mission is to make AI knowledgeable. Pinecone is based in New York and raised $138M in funding from Andreessen Horowitz, ICONIQ, Menlo Ventures, and Wing Venture Capital. About the Team and Role: We are hiring a senior/staff software engineer to help design and build core components of our next-generation knowledge retrieval system built for the AI era – search and retrieval infrastructure that powers high-quality, scalable, and enterprise-grade agentic systems. You’ll build the framework that allows our customers to connect knowledge–synthesized from structured and unstructured data–to modern LLM-powered applications, leveraging the world’s best-in-class vector DB supporting semantic search and hybrid retrieval. This role is ideal for someone who loves backend system architecture, distributed systems, and applied AI infrastructure. It is a high impact role with significant ownership across architecture, performance, and system reliability. Responsibilities: Design and build scalable platform components leveraging advanced retrieval via query planning, semantic and hybrid search, metadata-aware search, and LLM generation Design and build optimized indexing pipelines for structured and unstructured data Build backend services for semantic and hybrid retrieval, knowledge graph construction, and retrieval orchestration Improve retrieval quality through evaluation and observability frameworks Design APIs for internal and external user and agentic consumers Optimize latency, throughput and cost across large-scale inference and retrieval workloads Drive technical direction for reliability and security What You’ll Bring to the Table: To thrive in this role, you don't need to check every single box, but you should be deeply passionate about how to turn data into knowledge. Systems Expertise Architectural Depth: You have a proven track record (typically 6+ years) of shipping production-grade backends for large-scale systems. You don’t just write code; you design for high throughput, low latency, and long-term maintainability. Data Engineering Savvy: You’re comfortable building high-throughput indexing pipelines that handle both the messy world of unstructured data and the rigid world of structured schemas. AI & Retrieval Retrieval Intuition: You understand that ""search"" is more than just a keyword match. You have direct experience (or deep theoretical knowledge) in semantic search, vector databases, hybrid retrieval strategies, or with traditional search engines like Elastic or OpenSearch. RAG & Orchestration: You understand the nuances of Retrieval-Augmented Generation (RAG) patterns, from embedding pipelines and hybrid search techniques to how query planning and metadata filtering can make or break an LLM's performance. Technical Language Fluency: You are an expert in at least one major language like Go, Rust, C++, Java, or Python. Infrastructure: Familiarity and experience with modern infrastructure tools, such as Kubernetes, cloud-native architectures, and observability frameworks, as well as infrastructure-as-code tools like Terraform or Pulumi. Ownership & Impact Product Thinking: You don't just build to spec; you build for the user. You can design clean, intuitive APIs that both human developers and autonomous agents will love. Ambiguity Navigator: You’re comfortable in a high-growth environment. You prefer ""owning a problem"" over ""executing a ticket."" Bonus Points Experience building multi-tenant SaaS platforms. Experience with retrieval evaluation frameworks—knowing how to actually measure ""good"" search results. Experience with query planning or agentic reasoning loops (e.g., teaching a system how to break down a complex prompt into multiple specific steps). Perks & Benefits",2026-07-01,2026-07-31
